customer_tweet_id,brand_tweet_id,customer_text,brand_response
50311,50310,@SprintCare How do you activate the 7-day speed pass while abroad in Thailand?,"@127280 Are you currently at this location or thinking of visiting? When you arrive, you are greeted with a message with these options. - JF"
51029,51028,@115714 stinks after sprint finished paid 100 fine because I changed to less hours. No one said anything. Signed on line. Using lg lotus.,@127461 Hi Norm. Are you currently a Sprint customer experiencing billing issues? -EG https://t.co/rMApsV8PQY
47034,51030,"@115714 The told me to DM to talk about the issue. I DM them, 4 hours later still waiting to talk to them.",@123887 Hi Pedro! Could you please follow us so we can further assist you. -MJ
10363,51031,"@115714 Okay do I get it at 22/month if I already have a plan and am on iPhone forever? Cause if not, that’s so lame and sucky 🙄🙄🙄","@127462 That's a great question! Please DM us. Due to character limitations, we won't be able to share full details. - SH"
51874,51873,@115714 it's mighty funny how I paid twice you took my money right away but it's been 2 weeks I still haven't gotten my refund,"@127670 That doesn't sound good. Please send us a Direct Message, so that we can further assist you. -JE https://t.co/rMApsV8PQY"
51876,51875,@115714 I have the phone. If I go in to add another line would I get it free and how,"@127671 I am happy to assist you. Please send us a Direct Message, so that we can further assist you. -TT"
52481,52480,They’re a joke period @115714 https://t.co/YwRhkGVBt7,@127810 Thanks for posting to us. Allow me to further assist you. Please shoot us a DM. -SR
52483,52482,Girl they made us pay $250 a month for 2 phone for the past yr when it's supposed to be $150 then the bitch was like we can credit you $40 😑 https://t.co/acuHulYD5N,@127811 Allow us to look into the matter. Please follow and DM for assistance.
52486,52484,"@116447 @115725 @115714 And yet it is with @115714, and it keeps being that way, even after you try to leave. It's like Hotel California.",@127812 @115725 Please check your DM for a response from Team @116447 https://t.co/pCBqkptQ3f
52485,52487,@sprintcare @115725 @116447 I've checked. All I want is what's fair. I called to ask how much were owed on the phones and was told $175 a piece so that's what I paid.,@127812 Please follow up with your assigned Executive Analyst from Team @116447 regarding this matter. https://t.co/CgYhx7TfFt
53705,53704,@sprintcare Yeah everywhere,@128144 Thank you for the information provided! Please send us a Direct Message to further assist you. -AG https://t.co/rMApsV8PQY
53707,53706,"@sprintcare It’s just ass , doesn’t work anywhere",@128144 Does this happen in specific locations? When did you begin to experience these issues with your connection? Are you having issues making calls and sending text as well? - JF
53709,53708,@115714 LTE speed https://t.co/A6tNvORXHB,@128144 This sounds concerning. Please give us additional details about the issue that you are having with your LTE connection to review your situation. - JF
53895,53894,Hey @115714 @sprintcare are there any outages in Topeka KS for LTE? My service has been spotty everywhere I go today.,"@128200 Hi Richard ,I have reviewed the network in your area and saw that it is working well. Send me DM for further assistance. -KJ"
53897,53896,"""Im gonna deck this tweet if you don't give me my money back"" https://t.co/kGzKFGz25X","@128201 Please send us a Direct Message, so that we can further assist you. - KD"
53899,53898,"@sprintcare I appreciate your concern! But too slow, frozen service :( not liking ""1X"" service","@128202 Please send us a Direct Message, so that we can further assist you. -JE https://t.co/rMApsV8PQY"
53902,53900,I HATE @115714,@128202 Why do you feel like that about us? What's going on? -JE
10360,54615,@115714 Ha! Having ordered it on release date and then they cancel your order for no reason yet they still take away your money! 😂,"@128382 Ray, can you send me a DM please? I'd like to look into the order to verify &amp; confirm the information for you, Sir. -CDE"
54616,54618,@sprintcare Which means my phone won’t get here on time so now I have to go to a store and wait in line just to see if they MIGHT have it...,"@128382 Again, if you would DM us, we'd be more than happy to take another look, though we do apologize for the mix-up. -CDE"
54621,54619,Life hack: don't sign up with @115714 because they are terrible. No signal in the middle of @116147? Never happened with @115725,"@128383 Please send us a Direct Message, so that we can further assist you. --OC"
54623,54622,@sprintcare can you help me?,@128384 You’ve reached the right place! What's going on? Shoot us a DM. -KC
54625,54624,I’m so tired of @115714 and their rude ass customer service reps.,@128385 We don't want you feeling this way. What makes you feel this way about us? Please elaborate more on the issue? -CO
54627,54626,@115714 you are TWO SECONDS AWAY from being deleted from my life FOREVER 😡,@128386 Oh no! We hate to see you leave the Sprint family. Please let us know why you felt this way? We are here to help. -RM
54629,54628,@115714 Yes I’m @ ‘ing them because I’m still annoyed,@128387 Oh no! This is not the way we want you feel. Please let us know how can we be your assistance today? We are here to help. -RM
54633,54631,@sprintcare Please don't make me find a new provider who makes me feel wanted. I've never had a problem with @115714. I don't want one now.,"@128388 Can you please send a private message, so that I can gain further details about your account?"
54632,54634,"@sprintcare I'd be happy to, but don't you have to follow me before I can do so?",@128388 You would need to follow us and then send the private message.
54635,54636,@sprintcare I'm already following you. I did that this morning.,@128388 Ok great. . Just click ‘Message’ at the top of your profile. We're always here and eager to assist.
54633,54637,@sprintcare Please don't make me find a new provider who makes me feel wanted. I've never had a problem with @115714. I don't want one now.,@128388 Oh no! Your business is important to us and we would hate to lose you as a valuable customer.
55179,55178,@115714 Seems likely i be in touch shortly are you still doing the clean slate program?,@128516 Hi there! We are so glad you are thinking about joining our Sprint Family. The answer to your question is yes. Refer to the following link: https://t.co/zFmGL8Dfjc to learn more details about the Clean Slate promotion. -Y.F.
55184,55183,"@115714 how do I switch? Cause @115911 is the BIGGEST SCAM, lie on recorded lines and don't back up what they promise you","@128517 Hey, we would L-O-V-E to have you with us at Sprint! Our Unlimited plans come with FREE 10GB mobile hotspot, FREE HD streaming, FREE Hulu, and $5 off each line just for signing up for auto pay! https://t.co/0qT1rLBLtN or 1-800-777-4681 to join the Fam."
55188,55186,Does a cell phone company that has great customer service exist? Not @115714,"@128518 Oh shoot, I really don't like hearing this! What are you in the store for? There are some things that can be handled on https://t.co/0qT1rLBLtN if you do not feel like waiting? If you need specific account information then please let us know and send a direct message. -MB"
55422,55421,@115714 Yes please!!!,"@128565 Hey there! Are you seeking assistance? Let us know, we'd like to help. -TN"
55427,55426,idk if it's the weather but @115714 y'all service got worse. I Stay having 3G🤦🏽‍♂️,@128566 Send the nearest cross street &amp; ZIP so we can check on the coverage in your area in a Direct Message. -AP
55429,55428,"What’s the point of unlimited data if nothing ever loads, @115714? #notworkingforme","@128567 Please send us a Direct Message, so that we can further assist you. --OC"
55431,55430,"@sprintcare if this ""EMP test"" gonna kill my service, then I can keep my money for this month right ? 🤔😂",@128568 Please send us a DM so we can chat further. -ES
55433,55432,Gotta love paying for shitty service 🙃😡 thanks @115714,@128569 That's not good. We are here and want to help! What service issues are you currently experiencing Please DM details. -TT
55436,55434,@115714 are real robbers of the phone game...if ya have a choice don't choose sprint.....,@128570 Hi there! Tell us how we can change this impression. -JA
55438,55437,@115714 YALL FUCKING SUCK ASS!,@128571 This is concerning. What happened to make you feel this way? Are you experiencing coverage issues? -IC
55440,55439,"@115714 &amp; @sprintcare I guess after being with you guys for over 12 years, it’s time to cut the cord. #iNeedBetterCustomerService",@__mixxedmami__ We hate to hear you feel that way &amp; definitely don't want to lose you - Can you please DM us with the specifics?? -CDE
56429,56428,@115714 there is NOTHING MORE FRUSTRATING than dealing with sprint. This is from a 13 year 5 line customer. HELP ME!,"@128773 I am happy to assist you today. Please send us a Direct Message, so that we can further assist you. -TT"
56431,56430,"@sprintcare How about the Great Bend, KS area? Had to switch in 2010 because it fell a few miles outside of the network. HAD to go back to VZW :(",@128774 We are always here working for you. Please let us know if you have more questions. Thank you for choosing Sprint. -CO
56436,56435,@115714 R there any plans to expand west in KS? Live in Center of state and would switch BACK to u in a heartbeat if you offered service!,"@128774 Thanks for reaching out! Yes, we're currently expanding in multiple cities in the US to ensure the best voice, text &amp; LTE coverage. :) -CDE"
47018,47019,@115714 Is there an issue with LTE service in Kansas City? My phone has been having connection issue for the last 2 days.,@126484 @115714 Please follow us on Twitter so we can get this issue resolved. We look forward to assisting you. -ES
56431,56432,"@sprintcare How about the Great Bend, KS area? Had to switch in 2010 because it fell a few miles outside of the network. HAD to go back to VZW :(","@128774 We're sorry to hear we lost you as a customer. Hopefully, we'll win you back soon. -CO"
56438,56439,"@sprintcare If we could have service in Barton Co., I’m sure we’d be back ASAP. Just sucks that wife and I just upgraded phones 2 months ago.",@128774 We are continually working to expand our cell sites and their ability to support more areas. Please bear with us. -SH
56431,56433,"@sprintcare How about the Great Bend, KS area? Had to switch in 2010 because it fell a few miles outside of the network. HAD to go back to VZW :(","@128774 You can also learn more about what we are doing to improve our network by visiting, https://t.co/FvvwW0ECfN. -CO"
56431,56434,"@sprintcare How about the Great Bend, KS area? Had to switch in 2010 because it fell a few miles outside of the network. HAD to go back to VZW :(",@128774 Sprint is continually working to expand our cell sites and their ability to support more areas. -CO
2660,56440,@116346 @115858 @115714 Yes a legit nothing fixes it for me,@128775 We'll be happy to look into this issue for you concerning you device. Please shoot us a DM. -AS
57249,57248,@sprintcare Thanks!,@128974 You are most welcome! Thank you for choosing Sprint. -JC
17572,57250,@115714 Is it possible to go from iPhone for life to Samsung galaxy note for life?,"@128974 Hey Chris! Yes you can. By being eligible to upgrade, you can upgrade to any phone. Chck ur eligibility here https://t.co/jWa8KUT8A3 ;) -MP"
57252,57251,@sprintcare Customer support is taking care of me now. Thanks for your promptness.,@128975 No problem. Feel free to reach out to us for further assistance if needed. We're always here to help. -TN
57254,57253,@115714 Y'all took my fucking payment TWICE 🤦🏿‍♀️,"@128975 Hey, this does not sound good. Let us look into this for you. Please send us a Direct Message, so that we can further assist you. -TN"
57757,57756,@129094 @115714 shit really trash.. the service is horrible.. i feel like if the service wasnt so bad it'd be one of the best. lol,"@129093 Hey Raddy, this doesn't sound good. What issues are you experiencing with your service? We'd like to help. -RL"
57761,57760,@sprintcare how can I get my account number? Having issues logging on to the Sprint app,"@129095 We would love to assist you with this issue. Please send us a Direct Message, so that we can further assist you. -TR"
57766,57762,@115714 hasn't been delivering all my texts. After 72 hours they stop trying. I've lost at least two clients because of this. #pissed,"@129096 Hi, we're sorry to hear this. Could you give us the nearest cross streets to your location and your ZIP code? -WF"
57764,57767,@sprintcare it's been happening for almost a month. This is beyond unacceptable. They can't even tell me how many messages have been lost.,"@129096 We understand your frustration! Please send us a Direct Message, so that we can further assist you. -WF"
57765,57768,"@sprintcare supervisor just told me he can't process my credit for lost busness bc he had a guy tell him he lost a $300,000 real estate deal #nothelping",@129096 It appears that there was a service alert in the area. Let's see how best I can further assist. Could you shoot us a DM? -WF
57770,57769,"@sprintcare Phone. I'm fed up with this, Sprint should be able to fix this problem. The solution shouldn't be me buying a new phone","@129097 Thanks for the feedback, Please send us a Direct Message, so that we can further assist you. Sprint cares. -RM"
57773,57772,"@115714 so i guess you guys just live off of ripping off your customers, I'm fed up honestly",@129097 Oh no! This is not the way we want you feel. Please elaborate the issue you are having today? We are here to help. -RM
57776,57774,Yall have the worst escalation team as well as the worst customer service &amp;&amp; I visited 2 different branches @115714. Y'all some 💩,"@129098 Tyesha, if you need personal account assistance, please send us a DM to assist you. Thank you for reaching out. -MB"
58375,58374,@115714 aka the most unreliable LTE service ever!! Well @115725 you have room for another client?,"@129258 Are you having service issue? Please send us a Direct Message, so that we can further assist you. -CP"
17571,58376,@115714 Sprint = terrible customer service!,@129259 The telesales dept. is reaching out to customers to give any cancelled orders. We can call you and transfer you to their dept.
58379,58378,@129094 @115714 u gotta plan alone ?,"@129093 We'd like you to elaborate, so we can better understand. Please send us a Direct Message, so that we can further assist you. -RL"
58382,58380,@115714 I need customer service! The phones on us website isn't showing the J327 &amp; the store said I bought it during promo 5/5-7/13,@129260 Hello I need a little more information in order to research the promo and get the issue resolved. -FR
58381,58383,@sprintcare what do you need? I have my receipt,@129260 Did you make the purchase at a Sprint store. -FR
58385,58386,@sprintcare customer number 189589194,@129260 I will need additional information please send a private message so that I can send you the link. -FR
58388,58389,@sprintcare I sent a direct message,@129260 Thank You -FR
58390,58391,@sprintcare I still need help!,"@129260 Ty for reaching out, stephanie. Are you still experiencing issues with registration on the https://t.co/D5SGxUbgZL site? Let us kno. -NL"
58385,58387,@sprintcare customer number 189589194,@129260 Please allow me an opportunity to submit a case to get your issue resolved. Please stand by. -FR
58396,58395,So @115714 will we be getting our bills reduced this month because the service really need terrible. Considering switching to @ATT,@129261 Hello I will be happy to assist you what is going on with your service? -FR
58398,58397,@115714 should change their line from “within 1% coverage” to “only 1% coverage”... #StraightTrash,"@129262 Hey there, I saw your post are you having issues with your service? Shoot me DM letting us know. We are here to help. -IB"
58400,58399,@115714 whats the point of having 4G LTE if it doesn’t even work,"@129263 This is concerning, let's take a look into this for you. DM us more. -AC"
58403,58401,@115714 My phone keeps hanging up by itself and idk what’s wrong with it,@129264 Oh No! Can you let us know how long has this issue been happening? -TC
58402,58404,@sprintcare Idk maybe since last week,"@129264 Oh, that sucks. Does this happen when both making and receiving calls? -CO"
58405,58406,@sprintcare Like when I fall asleep on the phone with my boyfriend it hangs up and I have to call him back,@129264 We understand. Does this only happen when in contact with your boyfriend? -CO
58407,58408,@sprintcare He’s the only one I face time..could be my connection,"@129264 Please send us a Direct Message, so that we can further assist you. -ES"
58410,58409,Why do you make it so difficult to talk to a live person @115714 it’s ridiculous,@129265 You can! 888-211-4727 chat https://t.co/6pfcByi97Q or we can help here too! Just dm us
2116,2118,"@sprintcare You’re a bunch of crooks, you don’t care about happy customers, y’all just want money, save me the BS","@116173 Hi, your issues was brought to my attention. I would like to assist you. Send us a DM. -ResolutionSup SR"
59136,59134,@115714 Not sold on you guys service honestly,@129471 We hate to hear that for sure. If you are not satisfied we definitely need to help. Will you DM us for help? -MB
59135,59137,@sprintcare @129471 Service is garbage in South Florida. Literally use WiFi everywhere.,"@129472 Please follow us on twitter, so that we can continue to assist you. -JC"
59135,59138,@sprintcare @129471 Service is garbage in South Florida. Literally use WiFi everywhere.,"@129472 This doesn't sound good at all! How long has this been happening? What services exactly are being affected? Voice, Data or Text? -JC"
53901,59141,@sprintcare @128202 Fuck you Sprint.,@129473 Your post concerns us deeply. Please DM us so we can investigate. -ES
59147,59146,@115714 How can you have such shitty reception in Beverly Hills!? Unacceptable.,@129476 Hey Andrew! We would love to look into this issue for you. Can you please send us a DM so we can further assist? -TT
59149,59148,@129478 @115714 @114664 valen verga,"@129477 Hi, my name is Shantel, I'm a resolution supervisor here with Sprint. Send us a DM. -ResolutionSup SR"
59814,59813,@sprintcare 17363 can't rcv calls today think there's a prob with tower. Mind going numb dealing w/chat srvc,"@129669 Please send us a Direct Message, so that we can further assist you. - JS"
59816,59815,@115714 Customer service is saying some of the iPhone x will not be delivered on Nov 3 because its not yet shipped. Is that true?,@129670 We're getting them out as quick as Apple will get them to us! Congratulation on your purchase!
59816,59817,@115714 Customer service is saying some of the iPhone x will not be delivered on Nov 3 because its not yet shipped. Is that true?,@129670 Your status is available 24 hours after placing your order
59816,59818,@115714 Customer service is saying some of the iPhone x will not be delivered on Nov 3 because its not yet shipped. Is that true?,@129670 Find out the status of your order at https://t.co/hqOnhxrGCa. by entering the order number listed in your confirmation email.
59820,59819,@115714 Why can't I complete an online order without have to call Sprint? I was on the phone 1 hour 14 minutes &amp; 11 seconds!!!!!RIDICULOUS!,"@129671 @115714 Hey, can you please send us a DM so we can take a look at your issue? -AL"
59823,59821,Last minute - time to switch to @sprintcare @115714 or @ATT if they still offer promos to help me switch from @115911,@129672 Hey! We'd love to have you join the Sprint family. You can check out our promotions here: https://t.co/cMnRTJIhW7! -CD
59822,59824,@sprintcare Will you help cancel my @115911 bill? I have two lines (phone &amp; apple watch),@129672 Hey Jeremiah! Thank you for reaching out tot us. We'd be happy to assist you. Please send us a Direct Message. -CO
12,13,@sprintcare You gonna magically change your connectivity for me and my whole family ? 🤥 💯,@115713 I would really like to work with you to have this resolved. Kindly send us a DM. I'm here for you! -ResolutionSup SR
60522,60521,@115714,"@129859 Hi there, what can I assist you with today? -SH"
61489,61488,@sprintcare Been there done that. Soon as I find a deal to buy out my contract I’m taking It.,@130081 We don't want you to leave us. Can you please send us a DM with the details so we can get down to the bottom of this? -ES
61491,61490,Sprint is the worst cell service in the world. Can’t wait to be done with them #sprint #june2018,"@130081 We would like to turn this around for you. Please send us a Direct Message, so that we can further assist you. -ES"
61798,61797,this the second time a @115714 representative has hung up in my face. It’s okay though. The BBB will be heating from me Friday morning 🤗.,@__PaidInFull__ This is concerning to us. That's not the type of comment we want to see from our customers. We'll be more than glad to take care of any inquiry. Please send us a Direct Message to further assist you. -AG https://t.co/rMApsV8PQY
61800,61799,@115714 Wyd for Black Friday?? I need an upgrade.,"@130153 Hello there! We know how important it is for you to have access to the latest technology at all times. You can check all of our amazing offers for this Black Friday here: https://t.co/0zzgy1hdHv. If you have any other questions or concerns, do not hesitate to reach out! :) - RC"
62656,62655,"Not awesome. Raised a 4 year taxing concern w/ @115714 three wks ago. Still no update. Contacted them today and was told ""in progress""...ugh","@130360 Please send us a Direct Message, so that we can further assist you. -PP"
62660,62658,@sprintcare I'm thinking about changing carriers. Y'all stuff us not working. Thanks for nothing.,"@130361 We'd hate to lose you as a customer, we'd appreciate the opportunity to assist you with your service issues. -MB"
62659,62661,@sprintcare But you're not helping with the issue.,"@130361 I'll like to look into the issue and aim in obtaining a resolution. Please elaborate, and let's know what's going on. - AW"
62662,62663,@sprintcare Everything on my phone works fine. That is except for incoming calls. I do not get them.,@130361 Please DM us to further assist. - AW
62664,62665,@sprintcare Why? My wife did almost 30 minutes ago and y'all still have not responded. Maybe @ATT would like to have my money.,@130361 I can assure you we are willing to help resolve the issue.We'll like to run some troubleshooting steps on the device.Please DM to help! - AW
62664,62666,@sprintcare Why? My wife did almost 30 minutes ago and y'all still have not responded. Maybe @ATT would like to have my money.,"@130361 Hey, Please send us a DM. Include your ZIP code and nearest cross streets so we can further look into this for you. Resolution Sup SR"
62667,62668,@sprintcare No DM. I gave you my zip. But here it is again 17363 church and hill street. You only have 1 tower in my area. Shouldn't be that hard.,@130361 Please provide us with the make and model of your device so we can further assist. Resolution Sup SR (3/3)
62671,62672,@sprintcare Sure would be nice if you and the chat support would be on the same page. They say there us a tower issue.,@130361 Upon review I saw no issues with the tower in location you provided. Plz send us a DM with your Sprint telephone number. https://t.co/rMApsV8PQY
62667,62669,@sprintcare No DM. I gave you my zip. But here it is again 17363 church and hill street. You only have 1 tower in my area. Shouldn't be that hard.,@130361 How long have you been experiencing this issue? Have you done any troubleshooting steps. (2/3)
62667,62670,@sprintcare No DM. I gave you my zip. But here it is again 17363 church and hill street. You only have 1 tower in my area. Shouldn't be that hard.,@130361 Upon reviewing the coverage in your area I saw no abnormalities. Are you also experiencing issues with messaging and data? (1/3)
62676,62675,@sprintcare No DM needed. Your online peeps just said there is a tower issue after telling me there was none. I can't handle the lies.,"@130361 If you change your mind, we'd be happy to assist you. -MB"
62678,62677,@sprintcare My owners work phone works just fine. But that is an @ATT phone. I guess they know what they are doing.,@130361 We'd like to provide you with some troubleshooting steps to see if it'll help. -MB
62680,62679,@sprintcare This dog doesn't do DMs. Just fix the tower. #ihavepeepstobarkat,@130361 We reviewed the coverage within ur location n we c that the tower is currently working. Send us a DM so that we can provide u with help. -MB
62682,62681,Yo @sprintcare this dog has calls to make. Cam you fix the tower please. Zip 17363 cross street is hill and church. #woof,"@130361 Hi Darcy, we'd be happy to assist you with your service issues. Please send us a DM so that we can further assist you. -MB"
62656,62657,"Not awesome. Raised a 4 year taxing concern w/ @115714 three wks ago. Still no update. Contacted them today and was told ""in progress""...ugh",@130360 This is very concerning to us. We would like to look into this for you. -PP
62686,62684,Very horrible experience with @115714 customer service today. To bad I just upgraded my phone or I would be out. @115725 you want me back?,"@130362 Hey Lance, is there anyway we can assist you today? Ange L"
62685,62687,@sprintcare I don't know. I ask your customer service lady the same question 3 times only for her to avoid answering it. Finally got upset being ignored,"@130362 Lance, would you please send us a DM about your issue please? Thank you. Ange L"
62690,62688,"this was the last straw, cya later @115714 you've been no help","@129097 Hey there, what's going on? I'll like to help in changing your views on our services! - AW"
62689,62691,@sprintcare too late. I've been in contact with customer service for almost 2 hours now and have gotten no progress. this is a joke.,"@129097 I can assure you that I'm willing to look into the issue and help in obtaining a resolution. Please DM, let's us know what's going on! - AW"
62692,62693,@sprintcare I've already DMd and told my story. Been in a chat with a representative that responds once every 20 minutes. Worst customer service Ive had,"@129097 Please refer to the secure messaging platform, the representative are currently reviewing your account and will be responding. Thanks! - AW"
67135,67134,@115714 And I visit my wife and son went to Sprint they talked me into going to Sprint Connor iPhone 6s Plus. Preowned my bill is over $200 they’re liars I have asked for service to be removed they haven’t he said activation fee is waived they didn’t do it I hate this company,"@131312 Thank you for reaching out to us. Please, send us a Direct Message so we can review this for you. -CL https://t.co/rMApsV8PQY"
67138,67136,@115714 is pushing me into the arms of @115725 or @115911 depending which one has a bogo on iPhones #HorribleService,"@131313 We have great offers on iPhones! Send us a DM, lets work this out! We would hate to see you leave us. -PB. https://t.co/rMApsV8PQY"
67137,67139,@sprintcare I don't issues with the phones. Just the service. Why is it so hard to invest on more towers for the Coachella Valley!,@131313 Send us a DM with your ZIP code and Nearest Cross Streets. Allow us to review the coverage in your area. -PB.
67141,67140,Are @115714 stores still giving out stickers and #PokemonGo badges?,"@131314 We would be glad to assist you with this! Please send us a DM, so that we can provide you with the corresponding information. -GP."
67143,67142,"Horrible behaviour @115714 I ported my carrier 2 sprint after confirming my phone’s compatibility. When it didn’t work, I enquired about it, I was ignored and received a rude response, also they put the blame on me.Gutted!!😡😡Should’ve stayed with @ATT #Notgonnasuggestsprint !!","@131315 Understand your situation. We are willing to address such matters, please approach us via DM to better handle the situation. - VC"
67147,67144,"@115714 Sprint how are you going to promote a phone that you don’t have in stock? I’m still waiting on my iPhone X, it’s been out for almost a month, WTF🤯",@131316 We truly understand your concerns regarding this matter! Please click here https://t.co/M03PTrBIPk to verify our current equipment delivery and shipping information. - DB
70775,70774,I️ work for a delivery service so I️ kind of need my phone to make money to pay my phone bill @115714 !!!!!!!!,@131873 We're here to assist whenever you are ready. -MD
72783,72781,@sprintcare @115714 Can I connect my sprint iPhone on @126302 ?,"@132344 Hey there, Thanks for reaching out. for specifications on the devices compatible with MetroPCS you'd need to contact them. In case that it is compatible it will need to be unlocked by us, review our unlock policy here https://t.co/0lrOQ5qagh. -DC"
74953,74951,@sprintcare No reply,@132776 We will be happy to help. Please let us know: How long has the issue been happening? Does it happen in one or multiple locations? Is it impacting anyone else in your household or around you? -DC
74955,74954,@sprintcare I DMed,"@132776 We have replied to your DM, please review. -PB."
74957,74956,@115714 Definitely time to leave @115714,@132776 We will hate to see you leaving the Sprint Family. Let's work together to get this fixed. How long has the issue been happening? Is it impacting anyone else in your household or around you? Does it happen in one or multiple locations? Please DM us so we can further assist. - AP
79602,79601,"Hey @115714 have had 3g in the Milwaukee, WI area for two days now. Wtf?",@133665 Thanks for reaching us. You can report the issue via our Sprint Zone APP. - JM
79604,79603,"@116447 @115714 @115940 Can you please work this out to allow customers to pay the $4 difference for the no commercials plan? I downgraded to take advantage of this offer, but it isn't worth the ads. Poorly implemented compared to @115911 with @116602 Then @sprintcare sucked at escalating my concern.","@133666 While we aren't able to offer it at this time, team @116447 will make sure that we pass the feedback on the offer to the appropriate group to examine."
79613,79612,I want the #iPhoneX I wonder do the @115714 @sprintcare store in Cape have em in stock? 🤔,@133667 Let's figure it out! Send me a DM so that I can further assist you. -ND
82193,82192,@4868 @4869 @116447 Why Sprint? Ynot says I. Welcome to our family. #wherestony https://t.co/aVYSZd89Wy,@134193 @116447 Team @116447 would like to welcome you to the Sprint Family. Happy Holidays. https://t.co/rMApsV8PQY
75107,75108,I think I am going to switch from t-mobile to Sprint I keep having problems with my service. @116447 @115913 @TMobileHelp @115911 @115714 @sprintcare,@132813 We'd love to have you as part of the Sprint family. Check us out at the following link. https://t.co/vRsxenjaBh Team @116447 https://t.co/IR1NMLcrCp
82195,82194,@134195 @115714 @2531 @ATT I'm in hopes they get better. I'll give them another chance.,@134194 If you need help please do not hesitate to reach back out.
82201,82200,@sprintcare @115714 not happy with false advertising. Ordered new iPhones online from you bc as said no activation fee if orders online. yet I get charged activation fees? Plz explain,@134196 I would be more than happy to review the fees for a resolution. Please DM your contact information. https://t.co/rMApsV8PQY
82203,82202,"I'm getting fed up with Sprint and I am contemplating on going to better business bureau. I am trying to be patient with the company, but it seems the problem is not getting resolved. #Sprint #angrycustomer",@134197 If you have any questions or need anything send us a DM we are here to help!
82205,82204,"@sprintcare @116447 Why is my reception so terrible and San Marcos Texas? It has a major university with 40,000 students",@134198 We are glad to help. Please DM your contact info for us to investigate. Team @116447
82208,82206,@116447 Our cell phone service with Sprint in central Texas is very poor. There is a major outlet mall right by interstate 35 in San Marcos Texas that had very poor service during a recent shopping trip. Please improve your service in central Texas.,@134198 We apologize for the issues you have experienced. DM us your phone number so that Team @116447 may research your concerns.
82210,82209,"@134200 @116447 @115714 @115913 @115911 @att won’t come to the table and @115725 isn’t my jam, they treated my grandparents like gum on the bottom of their shoe after 20 years","@134199 If a customer is on a plan that is subject to the Subsidized Phone Charge and the customer has made a device purchase on subsidy (2yr pricing) within the past 24 months, you are subject to the fee per month per line. Team @116447"
82214,82213,"@sprintcare I'm good, stop selling this phone you're doing your customers a disservice.",@134201 If you need help please let us know. We regret that you were having problems.
82216,82215,".@115714 @sprintcare stop selling the @134202 phone. These are the instructions for getting it to work ""properly"" on your network. What a fraud. https://t.co/BKtreewe39",@134201 We will be glad to have your analyst reach out to you in the morning.
82218,82217,@sprintcare NEVER have been so blatantly disrespected by any company! If you know you wrongfully suspended my service why do y’all keep saying we attempted to call you...... THE PHONES ARE OFF,@134203 This is definitely not the type of feedback we like to hear. If you have any questions or need anything send us a DM we are here to help!
86586,86584,.@115714 is the WORST cell service I've ever had. Even we I actually have service it drops calls more than I've ever experienced.,@134922 When did you start having his issues? What is it showing on the signal bar? Have you power off and back on your device? -PC
86585,86588,@sprintcare Since the day I took it out of the box. Lol. I travel for work. With @115725 I had service EVERYWHERE. Ya'lls marketing is a bunch of BS.,"@134922 Please send us a Direct Message, so that we can further assist you. -PC"
86590,86589,"@134924 @sprintcare Latest S8 update (SM-G955U, build number ending QJH) has broken fast charging (1). (2) when 100% wireless charging, screen keeps turning on and off ALL NIGHT LONG. Extremely annoying. Major, major issue. Help us!",@134923 Send us a DM to further assist. - JM
86592,86591,@115714 is a rip off and they’ll charge you for something that has absolutely nothing to do with your phone nor services with them.,@134925 This sounds concerning. Please send us a DM with additional details about the charges that you do not recognize to take a closer look into this for you. - JF
86595,86593,"@sprintcare @115714 I was told no more towers in my area, coastal NC. Why? I don't want to go back to your competitors, but I may be forced to.","@134926 We're constantly working to enhance our service. Please send us a Direct Message, so that we can further assist you. -PC"
86594,86596,@sprintcare I've already done that...to no avail.,"@134926 We'd like to take a closer look into your concern, let us help resolute your issues. Just shoot us a DM, so we can step in to help. -BJ https://t.co/rMApsV8PQY"
86594,86597,@sprintcare I've already done that...to no avail.,"@134926 Hi there, please provide me with the make and model of your device. -GB"
44834,86602,@115714 Even for those with a note 8 or only new subscribers???,@126867 Great Question! New or existing customers who add a new line of service with Sprint Flex Lease. More info here: https://t.co/4PJgbrHnRJ -AF
86604,86603,"@115714 fix ur shitty service at rt 273 &amp; library ave in Newark, De. And while your at it, fix all of downtown Newark main st. This service blows😡😡","@134927 When did you start having this issues? Have you power of and back on your device? Please send us a Direct Message, so that we can further assist you. -PC"
86606,86605,"@115714 get the update they say, well I got the update and since I have my phone constantly says searching or no service. Thanks @115714 it’s working out well for me","@134928 Is this happening at just one location or more? Have you power off and back on your device? Please send us a Direct Message, so that we can further assist you. -PC"
86609,86607,@115714 trash https://t.co/NAe5jhJOfW,@134929 Hey! Let's take a look into this. How long has the issue been happening? Does the issue happen in one or multiple locations? -AF
86608,86610,"@sprintcare Multiple...basically the whole Doral/Medley, Florida area is a dead zone",@134929 Thx for the information. Please send us a DM with the nearest cross street and ZIP code to review the coverage on the area -R.S. https://t.co/rMApsV8PQY
